,image,complex,frog_eye_leaf_spot,healthy,powdery_mildew,rust,scab,labels
13431,de9e08002cb77ff0.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
2255,92291ec53d36f471.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11431,d01d469f947454fa.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7043,b298d1d374552f86.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11082,cd8d3235726223f5.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10655,c9d1f0330bbdc4e1.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17133,f80781cadb97e944.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
14599,e6329790d9473927.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
1103,87e53a22ef6151b8.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11256,ceed2f9588525742.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15895,f0839a3c2d4d762d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16190,f1b46387b86ad0e4.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
3835,a01b5b3f1ce42756.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
1006,872b3fb834817a55.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
3100,97f33fda98d82802.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11273,cf13f685a1a503ab.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
8284,bad8e5044c9eb0db.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10682,c9f492e3cd114aa7.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
1984,901bac9bedf505e0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2333,92c59a25bca2af9a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2981,96e313a663998f49.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9846,c420e7723cb359d5.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7670,b5d5d2c78d2e6026.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13780,e0b2d2a93984bd97.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1951,8fc92789391ced45.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
373,82798f32ab063ecd.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
315,81db1b3332a11b9f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3274,99d03881b7d7d23c.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13073,dbb78638c5682699.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
14150,e28fd2359960e927.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1947,8fc3b16e36d0aac8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17786,fc098ba6654fb489.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2273,9251be621fa5550f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11239,cec8d564e8774992.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2657,952ab5128bb5abb8.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
16576,f4a3eb825dd05b41.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
5010,a7271d063bfa22d1.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7434,b4eba088e9d019df.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
208,817127c56f87c3c5.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12355,d5e1c3933ba32187.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11274,cf19cb13877226e4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16544,f490d8eb45a7f150.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6443,ae792c8460b8e96f.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17621,fabdc08ac34a3f21.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3200,98ee60c6d10f9fd0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17892,fc900b4d8bbd9551.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2265,923c39b5b8c1cba3.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11063,cd668611cd84e9de.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
11625,d0e4bb7ee916032a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1048,878c7831607b7575.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
18345,fea5502a8925cb7c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18611,ffeef07b00c1f080.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10971,cc926dca93ee134c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12943,da923aef61898dc8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3056,97a3789e815c8fe0.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
8259,bab5924a156d9ec8.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8519,bd0d5dc10c52e27e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15897,f084b37fa1582e56.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5446,a9b53c0b016de9ec.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
14712,e8103fff56001a5f.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
357,82157fc7bc832cca.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
4698,a55e25ca428ffc52.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
18532,ff9b903b68899252.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
11584,d0c4389cc7a8efaa.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7315,b4a04f9a34d7a68d.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
16779,f56af18303f34e81.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
13796,e0bbf620c7c0ce87.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13401,de6c448e38d3961e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14583,e5f092469baa999c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
2348,92d69395ad4d0ae6.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14381,e4e88fc4851ab6f4.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16823,f5981cc463361a7e.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17557,fa7187d08ea49c96.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5683,aaabc2d783f0c153.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9717,c341e1c71db9f071.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5546,aa289720dae2edc7.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15870,f070c883243f377b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11444,d02aca982f2f1e37.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16842,f5a03ef22707858e.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12698,d8a49ce1bac1749d.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
18617,fff094a1d85289a5.jpg,1,0,0,1,0,0,"[1, 0, 0, 1, 0, 0]"
32,803f658f8cc35ce3.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9195,c0c1c1cdbffe3502.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2534,949fc294cbc393c5.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1078,87b29292d98e3da5.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14917,e907f001c2f4aff4.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6785,b099c73f1e2999c4.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12469,d6b31c3d709823ce.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5263,a8c59fd3122271cf.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
8858,bf2c9268d8875db0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18080,fd37c332c54d120d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12971,dabf3fd870052360.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10784,cac069d670dea725.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13906,e10b9415d2507e7f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
925,863ab5b4ca263e65.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18269,fe1e86149fe1310d.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14971,e9860391f7310d3f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17051,f6fcaf084a497231.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2863,9612da53e84f661b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3183,98c9789dcb90d1b9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17952,fcc727bd24bc2105.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9530,c1f69fcdc460934c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4194,a1bed512ea5a5ac2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17359,f8f2e0955ed945a0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9693,c305c9953d7ad03b.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
8389,bc2cd00bc93fd5e0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10840,cb3d07905212f2df.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17235,f88be99663758984.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
11733,d1c5a92c5e2b6372.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16913,f5d2bde62d41b204.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11401,cfe10c3494e7d0f8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2909,9687a0cdea5aaa9c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
273,81b61a9974673bcc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1262,898c7af839506b6d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
4070,a11a9ec3d805677e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17334,f8e19725887e5856.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11619,d0e1d895ce888cfb.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
18181,fdb2fe52c8d1a0c0.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
2473,94303bde667383c3.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10455,c86071d71ec67c1e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3374,9af86d9953645836.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16885,f5c1d200cb2fa576.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
6198,ad6bb504b2d742ca.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9992,c5283b96c01b7ae7.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17680,faff88e1c804a12f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10331,c7784e84b29bb98c.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
11097,cd9d6464786e254b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16240,f1e3ab95b0ac88aa.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17397,f924cbe1ce09e925.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10534,c8db70c393366ee0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13613,dff73876e200c065.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1970,8ff49fc4c0da8513.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10905,cbd40b2f132a75b1.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16988,f66d0b3979709283.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10611,c99616e4920df4ed.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
9817,c3da73c2c3030bbb.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7199,b432f296da1ec05e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10450,c84bf573e0338327.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12163,d4d9a0c63238cbfc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2230,91e7cc99b3254c69.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14562,e5e01592f030eebb.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
7510,b54886774aa77ae0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8249,baa889ec267a5e1c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9603,c28b3f2520f79f03.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2096,90e07fd645ad227c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6245,ad9402e91c87f8de.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
7585,b59a9518c50fc43f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1338,8a0be55d81f4bf0c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7856,b6f6e1a0a5291e71.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14597,e61642bf52b2bdc0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5137,a86b3a2ee587a50b.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
13020,db17f3e581a1aca0.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
9960,c4f039dcad250bf4.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
789,858b970f870fee24.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12038,d431d8f3388071fd.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18612,fff00006af9e9c38.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11049,cd3f1c215f1b9318.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1930,8fa236f6c340c5e6.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5000,a6f1cac269679750.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
10344,c788966fa82589f6.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1735,8db533ff4e5080a9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6883,b0f4c0c96111ef9f.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7822,b6cc96d24a4b0dad.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10598,c96f37f88c4c26c1.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
13231,dcf88a9264b663a5.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
9298,c0fe77c0cf80ae45.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13633,e00df890cfe62736.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
15391,ec550ef05ea109de.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12883,da0dc56cea2ace54.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
12539,d73b2cd90f4886b4.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18413,fefec08fc001a1e9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3550,9d5460c8e7b35ca6.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18171,fda682c3fb482332.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14435,e53fdc724be05844.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
558,83c93bd71433247e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10415,c7f9872221cc964f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14166,e2b535c80d26bd2b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
456,831b6f89dba6130e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17501,f9fde00a80f05ef0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6360,addcd54d49656252.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17637,fad480075f21697b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15990,f0c597a88b716ab8.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17070,f7450b96ec49823b.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
13334,ddcc1586987d7017.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14661,e781229fe9441e3e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10246,c6bd871d4c54550f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16578,f4a5e018fe318ec3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18481,ff65d03a845167c1.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
10946,cc4f857ad53138b8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15144,ea94c3c189471fae.jpg,0,1,0,0,1,0,"[0, 1, 0, 0, 1, 0]"
17071,f74aa07dd01552ad.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
18379,fec4810ed43cf4e4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3389,9b3c78e0c0c7d783.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3219,9949a537e019c2bf.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3248,999ce7c3bc256438.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9168,c0b03acb56d4d74b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16934,f5e90287ebb20179.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
7018,b232d939c8c9b6c5.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1662,8d334c9373cd9853.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8784,beb1d0d3cd7d4009.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6856,b0e0c497be6269c7.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
8091,b8edc78c0c49bd13.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16697,f4f96b1ed8a80385.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12522,d7083e6d343dd0e2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11016,ccd686ee4cad7811.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13236,dcff3a34f43a0061.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14818,e8a6c086dfed2d09.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
11986,d3ae9e9e48b84ba0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
659,84bd3ec03579f183.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11807,d262d839de14ae3c.jpg,1,0,0,1,0,0,"[1, 0, 0, 1, 0, 0]"
17901,fc97d283889597a8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12670,d88a80f08f7c7e6a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2899,9671d504dcec087f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
6069,acca352bc245e2f5.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
8092,b8ee944b8c6d9661.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2587,94d0737b69af105c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2328,92bc6dc6e6328369.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16765,f5506f08f4a74297.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9682,c2ea4ed80ec724de.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3427,9bd4cc8c52e9d52a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1234,89342ec87a3ed8b3.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14686,e7bcc9c3d21909b4.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
6399,adfdc4e00ec3411f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7406,b4d55ea6709a97c0.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15461,ecf9dcd0894461bc.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7000,b1e4c7830f1b5a72.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5935,abc090edba00fdbc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15348,ebd304cc782878dd.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2509,9485dfd2c1376338.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2900,9672ce2a6dcf6284.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3684,9e916a3b21bf01b5.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9755,c3961dbd0bf4c521.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
5941,abc5bccad548b261.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
13275,dd765d662834605d.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
4856,a5cbf4946f2e052a.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
400,82add70df6ab2854.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
708,84f60a857fb26bc1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10883,cbb57cee070f0303.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15819,f0319011fbd78c9e.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
10219,c67c2c1e8362d766.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6937,b1858fa65f1d0e15.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8404,bc4aca366766ec18.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8438,bc92d8d6ee3f4024.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
6874,b0ea936c4a3964dd.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15866,f06d6b829f1568c9.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12852,d9d1f89399c8856c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16507,f474d2c8c70d725a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13120,dc2f66d78ea45144.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16315,f295b6e816ae7881.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8632,bd9f656c08087ab6.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12824,d9a3c996b2b16532.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10681,c9f437e4f9c96808.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1708,8d93735ada92342e.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
17277,f8b1e1908a919d9f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18151,fd9a8a86662395a9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1178,88b3f86bc843d58d.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
13221,dce95299abda4183.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15232,eae8f4520ec5f521.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16428,f3fe70d8658ae00a.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
8422,bc7bcf9a1b042919.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
3867,a03fcf005a91fab9.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
16543,f48fc2ac96465a65.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17814,fc2b849acc9a6da1.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
1423,8abc65c20f33e4da.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
5322,a8f1c1e35b525f12.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1693,8d784bc9270bb2ab.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
17009,f6a08b8adeb8b449.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
7431,b4e9b2d80df9d80c.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16462,f42e9616cea370cc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
